ID	SENTIMENT	TEXT
191_ 20	neutral	I find myself listening to the radio a lot.
256_ 6	negative	The "movies" last about 5 seconds.
231_ 0	positive	I've had this beauty for nearly 2 months now and I truely love it.
36_ 2	neutral	You'll carry it with you every day.
132_ 192	neutral	 So dissapointing, however I am now just gonna assume it's gonna get pretty niceley scratched over the years and I'll just have to live with it... and i will buy a case for it tomorrow... I mean heck I intended to get the case tomorow anyway but now it feels like the thing might even scratch IN THE CASE.. Other than that I am super extied about this product... I will update the review later in a few days...
259_ 0	positive	This may be a really cool phone, but it's not worth it with T-Mobile.
132_ 337	neutral	  I use a great free program called ipod agent to do this.
166_ 4	negative	Unfortunately, Linksys does not write the best documentation.
132_ 401	neutral	I don't really intend to drop mine to find out.
192_ 17	negative	Overall, it does its basic function very well, but we expect more from the mp3 players today and the Zen Micro does not rise to the occassion.
133_ 4	neutral	That only happens every so often, but its not that big of a drawback really, just a little slower than usual.
73_ 8	neutral	Spraying down the inside of the container (and letting it air out) periodically definitely helps.
32_ 8	positive	I just went on a quick photo shoot in NYC's  Central Park today, and what a bunch of beautiful photos I took, if I do  say so myself (and I do!)
256_ 5	negative	My last simpler Nokia started right up and was immediately ready for use.
132_ 277	neutral	 This seems obvious but the flaw lies herein: the instruction booklet tells users to charge their iPods 2 - 4 hours before initial use.
194_ 6	positive	The menu is easy to use and understand.
142_ 4	neutral	I wrongly thought that it was the router.
194_ 17	positive	It's cheaper, holds more songs and is smaller.
113_ 6	positive	Combine this with the excellent price we got in the Gold Box, and I'm really happy.
104_ 2	neutral	I have hade such poor luck with other tools (a Bosch drill) made in Malasyia, that I could not see getting it.
0_ 41	neutral	You don't have a shutter or aperture priority mode...so the lack of a high speed program is a total dealbreaker for me.
225_ 34	positive	Oh, and another is the cool "halo" light that surrounds the touch pad, and light's up when you touch the screen, and how the light glows when the Zen is connected to the computer.
132_ 318	neutral	Would be FIVE STARS, except for MAJOR FLAW
307_ 14	neutral	Nice little racket they've got there.
183_ 27	neutral	Buy from another company and run from Creative, Inc.
249_ 5	neutral	I could go on and on---but I won't!
135_ 16	neutral	meone would just give me some instructions in plain English.
132_ 281	positive	The actual experience of USING the iPod is magnificent.
206_ 0	neutral	Every few years I crawl out into the electronic world, in search of a new MP3 player to replace the horribly inadequate one I currently own.
195_ 42	neutral	Tested with the same mp3 for benchmarking
132_ 236	neutral	  My only regret is that I bought the 20GB model, which is way too big for what I really need: I would have been better off with a smaller model of lower capacity.
270_ 10	positive	It also works just fine for international calls.
132_ 144	neutral	simply put somebody had already opened the box earlier!
189_ 31	neutral	5.
166_ 18	neutral	What does a router, access point, do to help prevent this?
190_ 30	neutral	player[-][s]However, this one makes an ipod sound like your old LP's, so even if you're a casual listener, I'd advise that you avoid the purchase of this product. Terrible.
86_ 3	negative	All in all, the Diaper Champ serves its purpose, but it does not live up to its good reviews.
189_ 30	positive	The back of the player is nice too, with water ripples inside the clear white coating.
175_ 10	neutral	Nothing came to mind.
306_ 17	negative	I did it and it was worse the second time around...unbelievable.
207_ 24	negative	The little bag it comes with is cheap and useless.
191_ 21	neutral	You have to be in an area with good reception, but where I live I can get most of my favorite stations quite well.
170_ 8	neutral	Also use Netstat on the Linksys website which helps in setting it up.
214_ 28	neutral	However, I am going to try the suggestion of changing the sensitivity to high and see if that solves the problem.
88_ 7	positive	It is a bit difficult to get the unit open (the advice to take it slowly is sound), but now that our son is walking and exploring, I consider this a positive attribute!
274_ 15	negative	5) Video recorder is of no use and one cannot record something useful in 10 seconds and it takes a while to send the same through the "Free picture and video messaging" offered by service provider.
50_ 1	neutral	Well wait no more!
132_ 90	neutral	 I think its the 21st century version of the wallet with little photos.
193_ 23	positive	Don't worry this player rocks.
100_ 9	positive	We don't have to worry about running out of refills with this diaper pail!
245_ 1	positive	It has everything I needed: bluetooth, infrared, support for MMC, camera, and a good operating system with lots of supporting software.
137_ 8	negative	Linksys is more costlier than others and is a home/consumer division of Cisco.
117_ 8	positive	I have less money invested in the router table and dual routers than I would have if I had purchased a single cheap reliant shaper.
19_ 0	positive	I got this camera for an unbelievably low price at amazon.
291_ 0	neutral	I had the best intentions when I bought this, I really did.
184_ 6	positive	Sound quality is great, fm tuner is fine, as is the recorder.
0_ 145	neutral	You will not be dissapointed!
236_ 2	neutral	I've gone from almost every Nokia phone since they were only known and operational in Europe.
224_ 1	negative	Unfortunately I was wrong.
132_ 323	neutral	  The only thing that protrudes slightly is the "hold" switch.
225_ 35	negative	But, the Creative Zen Micro is plagued by a serious, serious stupid and elemenatary design flaw, and I'm going to tell you what it is...But first, two more things about this piece of garbage that's so great and could've made it a potenial IPOD killer.
227_ 5	negative	I haven't seen any problems yet, but if you don't like to tinker a bit, this player can be a little challenging to set up.
291_ 2	neutral	But it caused more headaches than I could imagine.
154_ 11	positive	The transmission speed is also quite good, with pages loading very quickly.
68_ 5	positive	And the biggest plus is that you don't have to buy any expensive refills.
183_ 21	neutral	The recharge cord will do the job in a fraction of the time that the USB cable will hooked to your computer.
191_ 15	neutral	- Integration with Media Player.
170_ 3	positive	There seem to be fewer collisons and dropped packets as I read from the router logs than with my old Dlink router.
243_ 36	neutral	I suggested that it didn't make sense for me to send in the phone for repair if I thought Nokia would charge me $120 to repair it since I could get it done locally for $30.
313_ 0	neutral	I really liked the firewall.
136_ 31	neutral	They do supply instructions when using Windows ME, 98 etc, that includes one more step than XP.
207_ 18	negative	es, the interface took a little getting used to, but once I did, it's almost second nature now.
15_ 14	neutral	Tamrac makes a tiny pouch that is best for the camera.
298_ 0	neutral	This came PRELOADED on our new, 2.8Mz Pentium 4 256RAM computer.
0_ 91	negative	 battery life is not long enough IF and ONLY IF you take a lot of video clips and play it back on the camera a lot of times...the camera/battery gets a little bit warm too when you use it for a long time but it's normal.
93_ 10	neutral	Highly recommended!!!
32_ 15	neutral	One is  the lack of censorship of your photos -- time for some, uh, fashion  photography of your wife or girlfriend, if that's something you both would  enjoy!
195_ 40	neutral	Spare batteries incase  you need some extra hours without charging.
162_ 3	positive	Works pretty well.
255_ 12	positive	I love the features, the interface, the size (the screen is a delight), the camera (though I admit I'm not much of a camera user -- so just a toy for me), the internet connectivity, the quality, etc.
35_ 13	positive	The white-LED backlit LCD is very bright and crisp, even in sunlight, and relatively easy on the battery.
274_ 11	neutral	3) Phone is kinda heavy, but small in size.
194_ 15	positive	So far I have no complaints with this player.
263_ 10	neutral	I have used this wireless internet almost everywhere i travel and it works great.
190_ 9	neutral	So that's the one I bought.
274_ 10	negative	Sometimes when you press buttons, the menu appears after a second or two.
132_ 227	neutral	 I love my new iPod!
75_ 4	positive	Great product, easy to use, economical, effective, absolutly fabulous.
0_ 78	positive	you can take pictures seconds after you turn the camera on...literally!
140_ 4	negative	I tried the CD setup program without any luck.
223_ 14	positive	The extra Gb is just a bonus.
122_ 8	positive	The height adjustment works well- not perfect.
299_ 8	neutral	Before I managed to manually add the program file, I contacted Symantec support.
193_ 46	positive	I enjoy getting use to the touch pad.
234_ 6	negative	You'll do that because the keys are tightly packed in and your fingers will likely press two keys at once.
258_ 3	neutral	 The first shipment took such a long time, I had to cancel it.
218_ 6	neutral	And I gave my CD plyaers away in a garage sale.
243_ 19	neutral	Does all this sound technical?
223_ 0	neutral	I've been using iTunes for about a year now with the intention of eventually buying an iPod.
25_ 6	negative	My only complaint and the reason I gave it 4 stars instead of 5 is that the on-camera controls aren't as intuitive as they should be.
142_ 1	neutral	A great service which I highly recommend.
148_ 4	neutral	I am not sure if this is still the case with lucent drivers.
270_ 5	positive	It fits comfortably in my hand and pocket.
265_ 12	positive	For those Mac OSX users out there, iSync works fairly well.
0_ 149	positive	The photo quality is amazing.
195_ 26	neutral	The player has great potential (ur experiance may differ based on your headphones).
170_ 10	negative	This is NOT a router I would suggest for a novice user, my old Dlink DI52!
132_ 43	positive	I have an ipod and it is a great buy.
32_ 9	positive	The camera is as easy to use as a point and  shoot, and with instant review on the LCD screen, you can retake any  flubbed shots on the spot.
205_ 3	neutral	Also, the latest version of the firmware seems to actual deliver (in fact, more than deliver) the 12 hour battery life the specifications claim.
211_ 19	neutral	I've programed WMP to throw a few favorites on there all the time and always put my new music (less than 3 months) on so I can listen to them in the gym.
241_ 7	positive	A decent camera phone for taking quick pictures, movies, and having general all around fun with.
68_ 4	positive	The diaper champ couldn't be easier to use.
194_ 0	neutral	I got my Zen Micro last week.
213_ 26	neutral	(linux geeks -> avoid the 2.x series that is aimed at windows media play!
183_ 8	neutral	This brings my review to one star!
232_ 6	positive	Using supplied s/w, you can transfer all addresses from a different nokia phone into it.
174_ 2	neutral	SOHO boxes don't give you a clue about who is one your network or what they are doing.
47_ 3	neutral	The results are superb...  both in print and over the computer.
159_ 1	negative	There is not a word about satellite issues in either the user guide or the "knowledge" database at linksys.com, and first tech support person I spoke with kept me on the phone for an hour, then gave me a web site address to consult--that turned out to be the one I'd already found during a search of my own.
268_ 29	negative	Some people have commented about the size and weight of the phone, and it has rightfully gotten the nick-name "the bar of soap" which, it really is.
91_ 13	negative	Also, diapers tend to stay in the middle, causing the pail to get backed up.
108_ 3	positive	The speed control is well designed and it works perfectly.
132_ 486	negative	Apple's iPod battery replacement service costs $100!
35_ 15	neutral	Buy at least two batteries and you'll never run out in the field.
176_ 7	positive	After upgrading the drivers and firmware a few times and e-mailing tech support for some setting tips it now works fine.
195_ 28	positive	I compared it to other CD players (Two models of Panasonic, Rio & samsung) and they were no way even near Zen Micro.
3_ 1	positive	It is amazingly small, it's hard to believe all that has been packed into this camera.
91_ 10	positive	The height is a more convenient reach than others, where you have to hunch over.
265_ 9	positive	Outside of the T-Mobile service area the phone seamlessly jumped onto AT&T Wireless and various other services where the T-Mobile service was unavailable.
85_ 0	neutral	We have both a Diaper Champ and a Diaper Genie.
284_ 1	negative	Sometimes a suite is not a good deal and all you get is a bundle of headaches.
170_ 2	positive	I am getting better speeds on all my web programs.
166_ 23	neutral	Since you are connecting a router in-between the cable modem and the internet, the Mac address must be copied because its what's recognized by the your network service provider to identify you on their network.
249_ 2	positive	This thing does everything but washes your dishes.
113_ 7	positive	I'm sure I don't use it to the degree of some of the other purchasers, but I really like it!
166_ 41	positive	Well Linksys was one of the original big players in the router industry.
0_ 100	neutral	i forgot to mention about the camera's design.
170_ 18	negative	 So-So 1. Customer Service - 6 calls Half were efficient other half were equally incompetent.
150_ 5	neutral	For effort free wireless network adaptors, use the linksys USB adaptor.
265_ 15	positive	With Bluetooth off the phone last almost twice as long.
274_ 3	positive	The good:  1) Large LCD screen, colorful display, good resolution.
274_ 0	neutral	I bought 2 of these Nokia 6600 phones recently, thru the amazon market place.
54_ 4	neutral	And after about two months it just sat there in the corner of her room and was never used.
170_ 11	neutral	4 was much more easier to setup but had slower speeds and not as configurable as this.
195_ 38	neutral	Stuff you may need to buy: Wired remote from creative.
172_ 2	positive	Works perfectly with my netgear wireless PCMCIA.
223_ 7	neutral	As for the problem with locking up mentioned in a previous post, it only seems to happen if the USB cable is unplugged while WMP 10 is still running.
0_ 101	positive	if you haven't noticed, they designed it so that you can also take vertical pictures when you do the self-timer.
296_ 0	neutral	I have had Norton Internet Security for 3 yrs and up graded to 2004 versionin August 2004.
279_ 1	positive	Supporting an operating system, Symbian OS, you can download and run a lot of programs on this phone.
123_ 1	negative	The depth adjustment was sloppy.
323_ 4	neutral	I did remove all remnants of McAfee before installing and confirmed the Windows XP firewall was off.
136_ 34	neutral	It is easy.
211_ 9	positive	The Zen Micro (mine's black) has a lot going for it.
107_ 7	neutral	The router is also equipped with an adapter that accepts PC guide bushings.
100_ 0	neutral	Don't listen to the bad reviews!
323_ 8	neutral	I'm not sure how it would have been compromised by a virus.
268_ 23	neutral	On average, I prolly restart the phone every two days.
203_ 0	negative	Still has terrible software.
242_ 41	neutral	In my humble opinion, games, along w/ 'flip phones' belong in the hands of teenagers.
185_ 8	neutral	I also think that if you are going to offer them in different colors then commit all the way and have the entire device in that color, not just the front and color the head phones as well.
236_ 0	neutral	Don't get me wrong.
132_ 470	neutral	 The only area I wish Apple had improved upon would be the screen.
81_ 0	neutral	When my wife and I got the Diaper Champ, we thought that it would work perfectly.
88_ 1	positive	It sits in the corner of our bathroom and we have never had any problems with odors at all (and we live in the damp and humid South, where odors of all kinds are generally rife).
0_ 226	neutral	Huh? I missed out on lots of photos and lots and lots came back blurry.
127_ 0	positive	I have been impressed with the power of the Hitachi M12V.
132_ 269	negative	 Also, some other MP3 players such as the Nitrus allow you to play WMA (Windows Media Audio) files, whereas the iPod does NOT.
211_ 15	neutral	My ONLY complaint is that when i first received it, it was a little buggy.
199_ 2	neutral	When I finally couldn't take it anymore, I decided to pull the trigger on the Zen Micro.
320_ 1	neutral	First, I turned off my cable modem.
0_ 194	positive	Neat feature for self-timer allows you to record two different warnings.
132_ 154	neutral	I bought my IPOD roughly six months ago, and I've been pretty disappointed so far.
193_ 20	neutral	To bad Napster software is not compatible with Apple IPod's.
271_ 1	positive	The Nokia 660 runs the Symbian OS, which works pretty well for most standard phone fare, most of the stuff is not that intuitive, but if you actually learn how to use it all, there's plenty of neat tie-ins.
201_ 32	positive	- Audio Formats: supports both MP3, WMA... And yeah, WAV too.
207_ 26	neutral	I threw it away.
193_ 32	neutral	It has Apple insipid written all over it.
205_ 2	positive	I've had almost no problems with the firmware (ie, lock-ups, shut-downs etc), but I have kept the player up to date.
138_ 2	neutral	The new wireless router contained large warnings to run the CD first before trying to connect it.
132_ 378	positive	So reliability is the winner here for the iPod.
151_ 5	neutral	I used Linksys technical support several times.
209_ 17	positive	The player is smaller than you think.
31_ 10	negative	When taking pictures of people, however, it shows EVERY flaw in the subject's skin.
258_ 0	neutral	According to a survey, more customers are ordering their cell phone and service from AMAZON.COM
136_ 4	neutral	They strongly recommended that you use the CD rather than manually configure, and they were right.
20_ 1	positive	I would recommend this camera unequivocally!
190_ 26	neutral	Otherwise, you should get an ipod.
277_ 0	positive	I got this phone yesterday and didn't find any problems with it yet.
106_ 13	neutral	Lefties can switch the angle of the handles by loosening the screws, repositioning, then retightening.
169_ 1	neutral	It is attached to my desktop a P4 at 2.6 Ghz running Win XP Home.
192_ 7	neutral	I waited for Creative's FM transmitter for a month, finally bought a Belkin Tunecast II, which is not great.
215_ 13	positive	An extra gig of room, FM radio, voice recorder, PIM applications with sync to Outlook.
100_ 7	positive	1.  The Diaper Champ doesn't require special refills that are expensive and hard to find!
99_ 4	positive	Well the Champ has survived it's first year with our son and it is great!!
110_ 10	positive	It is very easy to change bits without removing the router from the table and the shaft lock works great.
198_ 9	negative	I'm going to try to get a refund but considering all the hoops I jumped through (emails, downloads, reboots, a purge and another download, plus reading through the help menu) a refund should be twice as frustrating.
100_ 4	neutral	Originally with my son we had a Diaper Genie.
29_ 0	positive	I purchased this camera before it went on sale, and while I wouldn't have minded keeping the extra $$$, it was definitely worth it.
132_ 178	neutral	 The box comes with iPod, ear buds, iTunes and iPod software, USB 2.0 and FireWire cables, and a home charger.
242_ 12	negative	The phone does not have an Mp3-player, FM radio, 200k+ color screen, megapixel camera, quad band, PDA, photo editor.
193_ 6	neutral	This player is not compatible with Napster To Go.
190_ 3	neutral	On the one hand, you have the ability to store and plays over 1000 songs on one little piece of machine.
298_ 18	neutral	But I don't think SystemWorks 2005 will start acting up.
132_ 510	neutral	  Of course, once the songs are converted, you don't have to worry with them again.
117_ 5	positive	The design of the collets is excellent and far exceeds any of the craftman (toy/junk) routers I have previously purchased.
95_ 1	neutral	But just to let you know that I've been breastfeeding and the poop doesn't stink as much as formula poop.
298_ 19	neutral	72 hours later after installing, it started doing the exact same things!
146_ 14	positive	The quality is significant and you'll be very happy from saving time and the headache.
35_ 4	positive	The lens retracts and has its own metal cover so you don't need to fuss with a lens cap.
217_ 13	neutral	Today, the Creative Zen Micro proves it, too, gets it right.
268_ 7	neutral	On a DELL Inspiron 8200 with a P4 2.0ghz system with 1gb RAM.
182_ 1	positive	what a kick butt Mp3 machine and the freedom to get songs from a reasonable source, instead of paying for them two or three times, then get the Creative Zen IPOD killer, kiss my ass Itunes!
225_ 60	negative	The flaw is in the circuit board that the headphone jack is connected to.
124_ 2	neutral	Unfortunately, the Bosch fixed base has no flat edge to ride against a guide, and both bases have a sub-base that extends past the metal base to prevent using against any kind of guide.
166_ 3	neutral	Yes, that makes women capable of installing these, there's no heavy lifting involved, just some focused thought.
223_ 12	negative	I would give it about 6 or 7 hours, although it will probably get better after a few charge cycles.
71_ 5	positive	Being a very economical person, I appreciate the fact that any plastic bag can be used with this system- I never did like the prospect of buying special Diaper Genie refills.
8_ 0	positive	FYI, Battery doesn't die if you don't use LCD
194_ 14	positive	It's faster than WMP.
150_ 0	negative	I couldn't get the install wizard to work.
132_ 172	neutral	You can use it to listen to music or audio books, either downloaded via the internet or added to your music library using your CD drive.
35_ 22	neutral	It's a little jewel.
185_ 10	neutral	Apple is Apple.
270_ 1	positive	It offers way more features than I need but the ones I use work well.
0_ 192	positive	I upgraded from a very small 3.2 mpxl camera to this camera with great results.
311_ 0	negative	I downloaded this set from Norton, and within minutes my Internet connection failed and my PC was almost dead due to registry problems from the download.
286_ 1	negative	Norton Internet Security 2004 is one of the more buggy implementations.
195_ 8	negative	The scrol bar agian takes some getting used to.
49_ 3	neutral	I would recommend getting a larger Compact Flash card, because once you start taking pictures, you won't want to stop.
186_ 15	positive	Overall I'm incredibly impressed with my new Zen Touch.
225_ 5	neutral	I wanted something that looked at least almost as good as an Ipod.
132_ 465	neutral	 The second battery charge lasted over twelve hours.
68_ 3	neutral	We all hated it.
201_ 13	positive	Moving on to sound department... It delivers!
268_ 1	negative	I purchased this phone after researching many different phones, mostly Nokia's that were T-Mobile compatiable.
0_ 170	neutral	Great for 1st time digital camera owners who are learning the "digital" way of the photo taking force (like me) or for the experienced digital photographer who wants a powerful, easy to keep with you at all times camera.
174_ 12	neutral	ID on their router.
91_ 11	positive	Its stable, so a curious toddler can't easily tip it over.
55_ 1	positive	I love that you don't have to purchase expensive refills.
205_ 12	negative	They are sensitive and accurate (perhaps too accurate, it senses through t-shirt cloth, but the touchpad can be locked), but easy to clean, unlike buttons.
242_ 0	negative	OPERATION: It's like BMW's I-Drive - It does it's job, but has the most unintuitive, overly-layered interface.
181_ 8	positive	All of this said [as it's on it's way back to Amazon], the one song it did include provided far better sound than the IPOD.
199_ 3	positive	The extra GB of hardrive space, removeable battery and FM tuner, as well as the fact that I was previously a satisfied owner of the Nomad II put it over the top for me.
323_ 0	neutral	I originally bought McAfee VirusScan 7 from Amazon.
223_ 17	positive	If your looking for a great sounding mini player, you can't go wrong with the Zen Micro.
178_ 10	neutral	Somehow the adap
15_ 5	negative	The viewfinder does not accurately represent the pucture being taken.
36_ 18	negative	Buttons size is OK for me, my wife, but not my grany.
1_ 6	negative	Other than that pictures taken in the dark are not as nice as I'd like them,
207_ 2	neutral	I loaded my whole CD collection on it and took it everywhere, even at work.
133_ 5	positive	It really is a great buy if you are lookin at having just one modem but many computers around the house.
123_ 6	neutral	It felt rather stable in my hands (heavy though.)
81_ 4	negative	We also had a problem with diaper wipes getting caught when the top was flipped.
298_ 27	neutral	HMMMM.. Good luck.
132_ 349	neutral	 I had initially been planning on buying this or another Apple product, but since decided to buy a player made by a different manufacturer.
123_ 0	negative	This router was a huge disapointment.
132_ 64	neutral	The problem with my iPod.
132_ 362	neutral	 Be sure you test this first to see if it does feel intuitive for you, rather than just going on the fact that it does sound pretty neat.
132_ 75	neutral	I had ordered a customized one from Apple.com, so I couldn't exchange it.
106_ 4	neutral	I bobbled a bit at the end of a couple of the cuts because the momentum of the charging M12V was a bit more than I was prepared for.
264_ 0	positive	The phone itself is pretty nice.
112_ 3	neutral	In the last 8 years since then I have done a ton of routing and have messed around with a bunch of different machines.
289_ 5	neutral	Plus, when Norton provided online updates, there were so many unexplained categories (about 15 over and above virus definitions)
110_ 3	neutral	I have 3 Bosch routers, 1 Porter Cable, and the large Freud.
132_ 119	negative	The battery issue is superficially a concern, but any reasonable solder-jockey (such as myself :-) can pop in a new one when the time comes (based upon the plentiful info gained from a google for 'ipod battery replacement').
108_ 8	neutral	There are a few points of contention which I have.
243_ 25	neutral	I spent over an hour talking to a tier-2 technician who told me that their tier-1 technician should have known that it was not possible to backup the 6600 to the 3650 safely in any condition.
132_ 69	positive	Thank you Apple!  You make fabulous products.
193_ 38	positive	I was more excited about this player upon opening than I was about the Nomad.
209_ 29	positive	Bottom line: If you value excellent sound quality and the ability to use music subscription services, and are willing to deal with the possibility (not the certainty) of setup gremlins, by all means get the Zen Micro.
205_ 9	positive	Its just as fast as the included Creative software, but much less invasive, and overall better looking.
320_ 3	neutral	I used "Add/Remove Programs" to unistall NIS 2003.
247_ 0	positive	this is a great phone i have this phone since Feb 04 and i never have any problem at all.
214_ 4	neutral	So I went to www.playforsure.com to see what devices were compatible with various downloading services.
195_ 3	neutral	Remember mp3 format lets you store tons of songs.
126_ 1	positive	The Hitachi M12V is a dream to work with, smooth starts, adjustable speeds, micro-adjustable depth, and plenty of power to spare.
265_ 6	positive	I did notice if you turn the phone on and off the OS takes a bit to load up and initially the menus are slower but once the phone has been on and booted up the menus are reasonably quicker.
132_ 434	neutral	No more Cds and your cd player getting broken when you step on it in your car or any other place
211_ 23	neutral	To me, currently at $218, this player is a!
181_ 4	negative	SO, YOU MIGHT INQUIRE, WHY DON'T THEY MAKE IT A FIRST PRIORITY TO CAREFULLY, SIMPLY EXPLAIN HOW DOWNLOAD MUSIC FROM YOUR MUSIC LIBRARY TO THEIR DEVICE??? This seems academic to me.
3_ 22	negative	To make matters work, there is no manual override to overcome this problem.
220_ 4	positive	The device looks very cool, I think (exactly as the photos promise), it's comfortable and lightweight in my jacket pocket, and the interface and controls are easy enough to navigate after a bit of practice.
78_ 0	negative	But now that she is eating solids the odor is escaping out and we are constantly using airfreshner.
209_ 9	neutral	That said, you can get more of what the Zen is capable of by donating them to your local iPod person (they're white) and getting a pair of $60-$80 aftermarket headphones.
134_ 16	neutral	It just doesn't follow through in any consumer-tested way.
249_ 1	neutral	One minute with the salesman and I was sold.
205_ 19	positive	I've dropped the device several times onto hard surfaces, and it still works flawlessly.
285_ 2	positive	Perhaps Semantic could work out the efficiency a little, but these reviews are highly exagerated... I would ask what else these people are running on their computers(?)
166_ 44	positive	ying to point out they have experience, and so the reliability of the connection you get is among the best.
100_ 25	positive	5.  The price is right.
276_ 3	positive	putting in MP3 player, lots of games and application to download.
312_ 1	negative	If you are already using a previous version of nortron security and unistalled it to install the new version, you will still have all kind of problems in installing the new version on your system!
173_ 4	neutral	But everything worked out for the best.
287_ 40	negative	Personally, I may never buy Symantect products again.
210_ 8	negative	his is what I get for my $200 on this MP3 player?
211_ 17	neutral	over and over again.
31_ 14	negative	I will also say that it takes a very long moment for the camera to do its digital image processing between the time you press the button and when the camera actually takes the picture.
135_ 21	negative	* I'm giving it 4 stars because the setup process was so miserable.
170_ 15	neutral	The UPnP and NAT traversal features have some kinks that will be hopefully fixed in the later versions of the firmware.
132_ 131	positive	 I have about 6 gb used on my iPod so far (well over 1000 songs), and as far as I can tell, all of them play at near-cd quality.
287_ 16	negative	Back in May 2004, when I first reviewed this, it had taken me over 16 hours to install and run.
268_ 14	positive	Which is really nice because you can get pretty much any piece of music in MIDI format for free on the net.
132_ 3	negative	 There isn't much features on the iPod at all, except games.
242_ 40	negative	Don't use them, so I delete them for addtl space.
0_ 217	neutral	that u missed in the mirror!
231_ 2	negative	Mine generally requires a charege every 48 hours or so and I don't really talk on it that much.
183_ 20	neutral	If you want to recharge it, you MUST connect it to your computer.
204_ 2	positive	It also has a voice recorder and FM radio that you can only get on an Ipod if you but an adapter seperately.
3_ 11	neutral	The longest I've had it work was about 1 hour and 45 minutes.
189_ 11	negative	NAGATIVES of the Player itself:  You need to do a little work before having full enjoyement of this player.
323_ 3	positive	I did not have any of the installation problems that people highlighted here.
166_ 42	neutral	Linksys is made by Cisco, the networking giant who introduced the first routers for the Internet, and became a company that rivals Microsoft in size.
0_ 191	positive	I found best results in most situation with manual/center auto focus, manual mode, ISO 100 (shorter aperture-time, so more often sharper images as with ISO 50), auto white balance (auto white balance is better than of the other canon cameras I have and they already do very-well).
299_ 6	negative	Seems the "program scan" feature did NOT find the EXE file for Outlook!
311_ 2	neutral	I lost all my personal info.
252_ 1	positive	I never had a single problem.
221_ 15	positive	Tough as nails.
174_ 8	neutral	BEST SECURITY PRACTICES I RECOMMEND...  Pick a UNIQUE SSID.
174_ 11	neutral	If you leave it as LINKSYS you will have to wipe out your config to connect to someone else's LNKSYS router cause they didn't change the default SS!
243_ 9	neutral	So I bought the phone and went on my merry way.
317_ 2	neutral	The Antivirus is good, but "Internet Security" just isn't worth it.
15_ 6	neutral	The LCD should be used.
250_ 13	neutral	You have to use speaker or handsfree, to get larger volume.
0_ 70	positive	Glad to see the Ed. revised the previous statements regarding image quality.
131_ 5	neutral	I use it on woods from the hardest of maples & osage to cedars.
197_ 4	neutral	In fact, it's much better than the iPod in that regard.
310_ 3	positive	And the firewall came with a wizard which made it effortless to configure it to my LAN.
195_ 36	negative	What I dont like: Nothing much except Headphones, Belt clip design.
214_ 0	neutral	I have been researching MP3 players for the last two weeks.
240_ 0	positive	This one has a good looking.
320_ 0	positive	PIII 1Ghz 512MB RDRAM Windows XP Pro 80GB HD  I was able to Uninstall NIS 2003 and Install NIS 2004 with no trouble.
208_ 13	negative	Also, the earbuds that came with it sound great but are uncomfortable (although my wife didn't have a problem), so I bought a pair of over-the-ear headphones.
228_ 1	neutral	I have visited multiple websites, and for virtually EVERY new hard-drive-based mp3 player I find, there are always user reviews that smash the new player and say something like "Just go buy an Ipod!"
311_ 1	neutral	I was forced to re-format the next day due to extensive incapatability issues.
132_ 117	positive	Versatile and stylish.
134_ 15	negative	The box proudly displays "SecureEasySetup (TM)" "Wireless Made Simple" "One Touch Setup Button" "Easy Start" "Easy Security" "Easy Everyday"   Apparently Linksys/Cisco knows that ease of setup is crucial.
103_ 6	neutral	The Hitachi is a great router for a great price, but only get it if you need the maximum power, variable speed and use it in a table.
89_ 6	positive	In fact, people who have been present while I changed my almost 3 month old son's diaper have been amazed at how the very 'potent' smell of the dirty diaper seems to disappear once I dispose of the diaper in the Diaper Champ.
241_ 10	positive	4) One nice thing about Nokias is that they have a ton of ring tone and game choices.
111_ 8	neutral	Unlike my experience with the Dewalt, I now enjoy reaching for the Hitachi (and allow me to stress I am a fan of many other Dewalt tools -- especially their large table saw and famous miter saws).
132_ 452	positive	I found that to be the most impressive thing about the iPod 'mini' - basically for ease of use, and the feel it gives.
242_ 36	positive	Remember, this phone uses an operating system - Symbian... and it's feature-rich w/ 65k colors.
290_ 8	positive	Both the antivirus and firewall are integrated into one piece of software and they update together.
324_ 0	negative	I have a modern PC with lots of speed and memory, but this firewall just brought it to a halt.
11_ 2	positive	It's overkill for simple snapshots, unless you've got way too much money to blow.
220_ 17	neutral	To use a bas!
315_ 0	positive	The product has worked perfectly for me on my XP.
278_ 1	positive	Aside from a 6MB++ built-in phone memory, there's a 32MB MMC card that goes with it!
132_ 381	neutral	But all you need to do is convert the files (besides mp3s are larger and better quality files than wmas) using a wide range of convertors, my favourite is the dBPowerAmp Music Coverter which also allows you to burn directly from cd to hardrive in mp3 format unlike Media Player.
110_ 4	neutral	I have many others in the past.
0_ 51	neutral	Tried multiple cards both fast and slow speeds and different batteries.
243_ 4	neutral	The 3650--being essentially a mini-computer--had memory leaks and occassional crashing, but nothing that a quick power cycle couldn't help.
31_ 13	negative	Other cameras taking pics of the same subjects turn out looking much better.
106_ 11	neutral	Not included are: - 3/8" chuck sleeve (the least common bit size) - depth scale in mm (the included one is in inches) - dust collector set - trimmer guide for chamfering
108_ 13	negative	Also, the fit and finish could be better although this doesn't detract from performance.
